class,2014.1,%BI.ComputationSetup,,%Library.Persistent,,TRUE,,,,%BI.ComputationSetup,,
class,2014.1,%BI.ComputeField,,%Library.Persistent,,TRUE,,,,%BI.ComputeField,,
class,2014.1,%BI.ConditionName,,%Library.String,,,,,,,,
class,2014.1,%BI.CopyTable,,,TRUE,,,,,,,
class,2014.1,%BI.Condition,,%Library.Persistent,,TRUE,,,,%BI.Condition,,
class,2014.1,%BI.CurrencyRate,,%Library.Persistent,,TRUE,,,,%BI.CurrencyRate,,
class,2014.1,%BI.CusCode,,%Library.Persistent,,TRUE,,,,%BI.CusCode,,
class,2014.1,%BI.DMG,,,TRUE,,,,,,,
class,2014.1,%BI.CustomFunction,,%Library.SerialObject,,,,,,,,
class,2014.1,%BI.DashBoardItem,,%Library.Persistent,,TRUE,,,,%BI.DashBoardItem,,
class,2014.1,%BI.DashboardGrid,,%CSP.Page,,,,,,,,
class,2014.1,%BI.DashBoard,,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%BI.DashBoard,,
class,2014.1,%BI.DataAlerts,,,TRUE,,,,,,,
class,2014.1,%BI.DatFilter,,%Library.SerialObject,,,,,,,,
class,2014.1,%BI.DataCapFilter,,%Library.SerialObject,,,,,,,,
class,2014.1,%BI.DataCapClass,,%Library.Persistent,,TRUE,,,,%BI.DataCapClass,,
class,2014.1,%BI.DataObject,,,TRUE,,,,,,,
class,2014.1,%BI.DataCaptured,,%Library.Persistent,,TRUE,,,,%BI.DataCaptured,,
class,2014.1,%BI.DatePicker,,,TRUE,,,,,,,
class,2014.1,%BI.Deploy,,,TRUE,,,,,,,
class,2014.1,%BI.DataType,,%Library.Persistent,,TRUE,,,,%BI.DataType,,
class,2014.1,%BI.DetailList,,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%BI.DetailList,,
class,2014.1,%BI.DetailListFields,,%Library.SerialObject~%XML.Adaptor,,,,,,,,
class,2014.1,%BI.DetailTrail,,%Library.Persistent~%BI.Adaptor,,TRUE,,,,%BI.DetailTrail,,
class,2014.1,%BI.DocMag,,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%BI.DocMag,,
class,2014.1,%BI.DocMgmt,,,TRUE,,,,,,,
class,2014.1,%BI.Docs,,%Library.Persistent,,TRUE,,,,%BI.Docs,,
class,2014.1,%BI.EchoClass,,%CSP.Page,,,,,,,,
class,2014.1,%BI.EchoClsRoutine,,,TRUE,,,,,,,
class,2014.1,%BI.EchoTrail,,%Library.Persistent,,TRUE,,,,%BI.EchoTrail,,
class,2014.1,%BI.EdmundPage,,%Library.Persistent,,TRUE,,,,%BI.EdmundPage,,
class,2014.1,%BI.EdmundPageCSP,,,TRUE,,,,,,,
class,2014.1,%BI.Echo,,%Library.Persistent,,TRUE,,,,%BI.Echo,,
class,2014.1,%BI.EscapeSequence,,%Library.Persistent,,TRUE,,,,%BI.EscapeSequence,,
class,2014.1,%BI.EmailTrail,,%Library.Persistent,,TRUE,,,,%BI.EmailTrail,,
class,2014.1,%BI.ExcelExport,,%CSP.Page,,,,,,,,
class,2014.1,%BI.ExportImport,,,TRUE,,,,,,,
class,2014.1,%BI.ExportList,,,TRUE,,,,,,,
class,2014.1,%BI.ExcelTemplate,,%Library.Persistent,,TRUE,,,,%BI.ExcelTemplate,,
class,2014.1,%BI.FORMDESIGN,,%Library.Persistent,,TRUE,,,,%BI.FORMDESIGN,,
class,2014.1,%BI.FORMOBJECT,,%Library.SerialObject,,,,,,,,
class,2014.1,%BI.FilterLocation,,,TRUE,,,,,,,
class,2014.1,%BI.FolderAccess,,%Library.SerialObject,,,,,,,,
class,2014.1,%BI.FileTemplates,,%Library.Persistent,,TRUE,,,,%BI.FileTemplates,,
class,2014.1,%BI.FormDef,,%Library.Persistent,,TRUE,,,,%BI.FormDef,,
class,2014.1,%BI.Generator,,,TRUE,,,,,,,
class,2014.1,%BI.FormField,,%Library.SerialObject,,,,,,,,
class,2014.1,%BI.GridChartDisplay,,,TRUE,,,,,,,
class,2014.1,%BI.GridColSort,,,TRUE,,,,,,,
class,2014.1,%BI.GridColorScheme,,,TRUE,,,,,,,
class,2014.1,%BI.GridPivoting,,,TRUE,,,,,,,
class,2014.1,%BI.Help,,,TRUE,,,,,,,
class,2014.1,%BI.GetMail,,%Library.Persistent,,TRUE,,,,%BI.GetMail,,
class,2014.1,%BI.Hi,,%Library.Persistent,,TRUE,,,,%BI.Hi,,
class,2014.1,%BI.IJNSMSLog,,%Library.Persistent,,TRUE,,,,%BI.IJNSMSLog,,
class,2014.1,%BI.ImportList,,,TRUE,,,,,,,
class,2014.1,%BI.ImageList,,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%BI.ImageList,,
class,2014.1,%BI.KPIList,,%Library.SerialObject~%XML.Adaptor,,,,,,,,
class,2014.1,%BI.KPI,,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%BI.KPI,,
class,2014.1,%BI.KnowledgeCSP,,,TRUE,,,,,,,
class,2014.1,%BI.KnowledgeAttachment,,%Library.Persistent,,TRUE,,,,%BI.KnowledgeAttachment,,
class,2014.1,%BI.KnowledgeCategory,,%Library.Persistent~%BI.Adaptor,,TRUE,,,,%BI.KnowledgeCategory,,
class,2014.1,%BI.KnowledgeThread,,%Library.Persistent~%BI.Adaptor,,TRUE,,,,%BI.KnowledgeThread,,
class,2014.1,%BI.LanguageSVGCSP,,,TRUE,,,,,,,
class,2014.1,%BI.LanguageSub,,,TRUE,,,,,,,
class,2014.1,%BI.List,,%Library.Persistent,,TRUE,,,,%BI.List,,
class,2014.1,%BI.KnowledgeThreadPost,,%Library.Persistent~%BI.Adaptor,,TRUE,,,,%BI.KnowledgeThreadPost,,
class,2014.1,%BI.ListAttachForm,,%Library.Persistent,,TRUE,,,,%BI.ListAttachForm,,
class,2014.1,%BI.ListDrillDown,,%Library.Persistent,,TRUE,,,,%BI.ListDrillDown,,
class,2014.1,%BI.ListFolderData,,,TRUE,,,,,,,
class,2014.1,%BI.MailClient,,,TRUE,,,,,,,
class,2014.1,%BI.ListField,,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%BI.ListField,,
class,2014.1,%BI.MailOutBox,,%Library.Persistent,,TRUE,,,,%BI.MailOutBox,,
class,2014.1,%BI.MailV2,,%Library.Persistent,,TRUE,,,,%BI.MailV2,,
class,2014.1,%BI.ManSession,,%Library.Persistent,,TRUE,,,,%BI.ManSession,,
class,2014.1,%BI.MapKPI,,%Library.SerialObject,,,,,,,,
class,2014.1,%BI.Map,,%Library.Persistent,,TRUE,,,,%BI.Map,,
class,2014.1,%BI.MapTable,,%Library.Persistent,,TRUE,,,,%BI.MapTable,,
class,2014.1,%BI.Measure,,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%BI.Measure,,
class,2014.1,%BI.Miner,,%BI.MinerParams~%Library.Populate,TRUE,,,,,,,
class,2014.1,%BI.MinerParams,,,TRUE,,,,,,,
class,2014.1,%BI.MinerTask,,,TRUE,,,,,,,
class,2014.1,%BI.MinerUtils,,%BI.MinerParams,,,,,,,,
class,2014.1,%BI.Messages,,%Library.Persistent~%BI.Adaptor,,TRUE,,,,%BI.Messages,,
class,2014.1,%BI.OCR,,%Library.Persistent,,TRUE,,,,%BI.OCR,,
class,2014.1,%BI.OCRForm,,%Library.Persistent,,TRUE,,,,%BI.OCRForm,,
class,2014.1,%BI.OCRRule,,%Library.Persistent,,TRUE,,,,%BI.OCRRule,,
class,2014.1,%BI.PerfAlert2,,,TRUE,,,,,,,
class,2014.1,%BI.PerfAlert,,%Library.Persistent,,TRUE,,,,%BI.PerfAlert,,
class,2014.1,%BI.PerfMetMsg,,%Library.SerialObject~%XML.Adaptor,,,,,,,,
class,2014.1,%BI.PerfMet,,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%BI.PerfMet,,
class,2014.1,%BI.PerfMetNode,,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%BI.PerfMetNode,,
class,2014.1,%BI.Period,,%Library.Persistent,,TRUE,,,,%BI.Period,,
class,2014.1,%BI.PivotHeader,,,TRUE,,,,,,,
class,2014.1,%BI.PivotData,,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%BI.PivotData,,
class,2014.1,%BI.Planner,,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%BI.Planner,,
class,2014.1,%BI.PivotTable,,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%BI.PivotTable,,
class,2014.1,%BI.PopUpCon,,%Library.SerialObject,,,,,,,,
class,2014.1,%BI.PopUp,,%Library.Persistent,,TRUE,,,,%BI.PopUp,,
class,2014.1,%BI.Presenter,,%Library.Persistent,,TRUE,,,,%BI.Presenter,,
class,2014.1,%BI.Printer,,%Library.Persistent,,TRUE,,,,%BI.Printer,,
class,2014.1,%BI.Query,,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%BI.Query,,
class,2014.1,%BI.QueryAttachForm,,%Library.Persistent,,TRUE,,,,%BI.QueryAttachForm,,
class,2014.1,%BI.QueryCom,,%Library.Persistent,,TRUE,,,,%BI.QueryCom,,
class,2014.1,%BI.QueryDisplayFields,,%Library.Persistent,,TRUE,,,,%BI.QueryDisplayFields,,
class,2014.1,%BI.QueryVariableMgmt,,,TRUE,,,,,,,
class,2014.1,%BI.QueryDrillDown,,%Library.Persistent,,TRUE,,,,%BI.QueryDrillDown,,
class,2014.1,%BI.RangeDisplay,,%Library.SerialObject~%XML.Adaptor,,,,,,,,
class,2014.1,%BI.RecentAccess,,%Library.Persistent,,TRUE,,,,%BI.RecentAccess,,
class,2014.1,%BI.Roles,,%Library.Persistent,,TRUE,,,,%BI.Roles,,
class,2014.1,%BI.RuleWorkFlow,,%Library.Persistent,,TRUE,,,,%BI.RuleWorkFlow,,
class,2014.1,%BI.RulesSetup,,,TRUE,,,,,,,
class,2014.1,%BI.RuleWorkFlowObj,,%Library.Persistent,,TRUE,,,,%BI.RuleWorkFlowObj,,
class,2014.1,%BI.SMSTemplateMod,,,TRUE,,,,,,,
class,2014.1,%BI.SMSession,,%Library.SerialObject,,,,,,,,
class,2014.1,%BI.SMS,,%Library.Persistent~%XML.Adaptor~%BI.Adaptor,,TRUE,,,,%BI.SMS,,
class,2014.1,%BI.SMSmsg,,%CSP.Page~%BI.CSPsuper,,,,,,,,
class,2014.1,%BI.SMStemplate,,%Library.Persistent,,TRUE,,,,%BI.SMStemplate,,
class,2014.1,%BI.SMrTask,,%Library.Persistent,,TRUE,,,,%BI.SMrTask,,
class,2014.1,%BI.SVGCtxtMenu,,%CSP.Page,,,,,,,,
class,2014.1,%BI.Scheduler,,%Library.Persistent,,TRUE,,,,%BI.Scheduler,,
class,2014.1,%BI.ScheduleTaskHist,,%Library.Persistent,,TRUE,,,,%BI.ScheduleTaskHist,,
class,2014.1,%BI.Scorecard,,,TRUE,,,,,,,
class,2014.1,%BI.SessionObj,,%CSP.SessionEvents,,,,,,,,
class,2014.1,%BI.SchedulerTask,,%Library.SerialObject,,,,,,,,
class,2014.1,%BI.SiteConfig,,%Library.RegisteredObject,,,,,,,,
class,2014.1,%BI.Shortcut,,%Library.Persistent,,TRUE,,,,%BI.Shortcut,,
class,2014.1,%BI.SpeedTrakMap,,%Library.Persistent,,TRUE,,,,%BI.SpeedTrakMap,,
class,2014.1,%BI.StoredProc,,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%BI.StoredProc,,
class,2014.1,%BI.SubCategory,,%Library.Persistent,,TRUE,,,,%BI.SubCategory,,
class,2014.1,%BI.SubDuration,,%BI.EdmundPage,,TRUE,,,,%BI.SubDuration,,
class,2014.1,%BI.SubjectTable,,%Library.Persistent,,TRUE,,,,%BI.SubjectTable,,
class,2014.1,%BI.Sync,,,TRUE,,,,,,,
class,2014.1,%BI.SystemVariable,,,TRUE,,,,,,,
class,2014.1,%BI.SysLanguage,,%Library.Persistent,,TRUE,,,,%BI.SysLanguage,,
class,2014.1,%BI.TCWFHeader,,%Library.Persistent,,TRUE,,,,%BI.TCWFHeader,,
class,2014.1,%BI.TCWFStation,,%Library.Persistent,,TRUE,,,,%BI.TCWFStation,,
class,2014.1,%BI.TCWFTempHeader,,%Library.Persistent,,TRUE,,,,%BI.TCWFTempHeader,,
class,2014.1,%BI.TCWFTempStation,,%Library.Persistent,,TRUE,,,,%BI.TCWFTempStation,,
class,2014.1,%BI.TaskMgmt,,,TRUE,,,,,,,
class,2014.1,%BI.TEST,,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%BI.TEST,,
class,2014.1,%BI.TemplateObject,,%Library.SerialObject,,,,,,,,
class,2014.1,%BI.TestExcel,,,TRUE,,,,,,,
class,2014.1,%BI.TestSVG,,%CSP.Page,,,,,,,,
class,2014.1,%BI.Template,,%Library.Persistent,,TRUE,,,,%BI.Template,,
class,2014.1,%BI.TimeSeries,,,TRUE,,,,,,,
class,2014.1,%BI.TextList,,%Library.Persistent,,TRUE,,,,%BI.TextList,,
class,2014.1,%BI.TransBitMap,,%Library.SerialObject,,,,,,,,
class,2014.1,%BI.Trace,,%Library.Persistent~%BI.Adaptor,,TRUE,,,,%BI.Trace,,
class,2014.1,%BI.TransGroupTable,,%Library.Persistent,,TRUE,,,,%BI.TransGroupTable,,
class,2014.1,%BI.TransLang2,,%Library.Persistent,,TRUE,,,,%BI.TransLang2,,
class,2014.1,%BI.TransTable,,%Library.Persistent,,TRUE,,,,%BI.TransTable,,
class,2014.1,%BI.Trees,,,TRUE,,,,,,,
class,2014.1,%BI.Transformation,,%Library.Persistent,,TRUE,,,,%BI.Transformation,,
class,2014.1,%BI.UploadF,,%Library.Persistent,,TRUE,,,,%BI.UploadF,,
class,2014.1,%BI.UserDashBoard,,%Library.Persistent,,TRUE,,,,%BI.UserDashBoard,,
class,2014.1,%BI.UserObjectListWeb,,,TRUE,,,,,,,
class,2014.1,%BI.UserObjList,,%Library.Persistent,,TRUE,,,,%BI.UserObjList,,
class,2014.1,%BI.UserRole,,%Library.Persistent,,TRUE,,,,%BI.UserRole,,
class,2014.1,%BI.UserTrail,,%Library.Persistent~%BI.Adaptor,,TRUE,,,,%BI.UserTrail,,
class,2014.1,%BI.Utils,,%Library.RegisteredObject,,,,,,,,
class,2014.1,%BI.ValueRange,,,TRUE,,,,,,,
class,2014.1,%BI.VanDiagSetup,,,TRUE,,,,,,,
class,2014.1,%BI.Users,,%Library.Persistent,,TRUE,,,,%BI.Users,,
class,2014.1,%BI.VennDiagram,,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%BI.VennDiagram,,
class,2014.1,%BI.VennSVG,,%CSP.Page,,,,,,,,
class,2014.1,%BI.VennQry,,%Library.SerialObject,,,,,,,,
class,2014.1,%BI.View,,%Library.Persistent,,TRUE,,,,%BI.View,,
class,2014.1,%BI.WComputation,,%Library.Persistent,,TRUE,,,,%BI.WComputation,,
class,2014.1,%BI.WPivRow,,%Library.SerialObject,,,,,,,,
class,2014.1,%BI.WebADTM,,,TRUE,,,,,,,
class,2014.1,%BI.WebAccessLog,,,TRUE,,,,,,,
class,2014.1,%BI.WebAddressBook,,,TRUE,,,,,,,
class,2014.1,%BI.WebAnalyzer,,,TRUE,,,,,,,
class,2014.1,%BI.WebAnalyzer2,,,TRUE,,,,,,,
class,2014.1,%BI.WebAnalyzerSetup,,,TRUE,,,,,,,
class,2014.1,%BI.WebBlog,,,TRUE,,,,,,,
class,2014.1,%BI.WebCMeditor,,,TRUE,,,,,,,
class,2014.1,%BI.WebCdnEditor,,,TRUE,,,,,,,
class,2014.1,%BI.WebChartList,,%CSP.Page,,,,,,,,
class,2014.1,%BI.WebClsCom,,,TRUE,,,,,,,
class,2014.1,%BI.WebCodeTableEnc,,,TRUE,,,,,,,
class,2014.1,%BI.WebColorScheme,,,TRUE,,,,,,,
class,2014.1,%BI.WebComBank,,,TRUE,,,,,,,
class,2014.1,%BI.WebCompSetup,,,TRUE,,,,,,,
class,2014.1,%BI.WebComponentKPI,,,TRUE,,,,,,,
class,2014.1,%BI.WebComponentTree,,,TRUE,,,,,,,
class,2014.1,%BI.WebContactFunc,,,TRUE,,,,,,,
class,2014.1,%BI.WPivotTable,,%Library.Persistent,,TRUE,,,,%BI.WPivotTable,,
class,2014.1,%BI.WebCtxtMenu,,%CSP.Page,,,,,,,,
class,2014.1,%BI.WebCurrency,,,TRUE,,,,,,,
class,2014.1,%BI.WebDLimitAcc,,,TRUE,,,,,,,
class,2014.1,%BI.WebDList,,,TRUE,,,,,,,
class,2014.1,%BI.WebDashboard,,,TRUE,,,,,,,
class,2014.1,%BI.WebDashboardE,,%CSP.Page~%BI.CSPsuper,,,,,,,,
class,2014.1,%BI.WebDashboardLibCom,,,TRUE,,,,,,,
class,2014.1,%BI.WebDashboardWiz,,,TRUE,,,,,,,
class,2014.1,%BI.WebDataCapture,,,TRUE,,,,,,,
class,2014.1,%BI.WebDimML,,,TRUE,,,,,,,
class,2014.1,%BI.WebDocBrwsr,,,TRUE,,,,,,,
class,2014.1,%BI.WebDtAnalysis,,,TRUE,,,,,,,
class,2014.1,%BI.WebContacts,,%Library.Persistent,,TRUE,,,,%BI.WebContacts,,
class,2014.1,%BI.WebETL,,,TRUE,,,,,,,
class,2014.1,%BI.WebEmail,,,TRUE,,,,,,,
class,2014.1,%BI.WebExcelTemplate,,,TRUE,,,,,,,
class,2014.1,%BI.WebFile,,,TRUE,,,,,,,
class,2014.1,%BI.WebFold,,,TRUE,,,,,,,
class,2014.1,%BI.WebGrid,,,TRUE,,,,,,,
class,2014.1,%BI.WebEditQueryCom,,%CSP.Page~%BI.CSPsuper,,,,,,,,
class,2014.1,%BI.WebHelp,,,TRUE,,,,,,,
class,2014.1,%BI.WebKPIClass,,,TRUE,,,,,,,
class,2014.1,%BI.WebKPIEx,,,TRUE,,,,,,,
class,2014.1,%BI.WebKnowledge,,,TRUE,,,,,,,
class,2014.1,%BI.WebLesenReg,,,TRUE,,,,,,,
class,2014.1,%BI.WebList,,%CSP.Page~%BI.CSPsuper,,,,,,,,
class,2014.1,%BI.WebListbackup,,,TRUE,,,,,,,
class,2014.1,%BI.WebLnkRpt,,,TRUE,,,,,,,
class,2014.1,%BI.WebMain,,,TRUE,,,,,,,
class,2014.1,%BI.WebGridFS,,%Library.Persistent,,TRUE,,,,%BI.WebGridFS,,
class,2014.1,%BI.WebMainTable,,,TRUE,,,,,,,
class,2014.1,%BI.WebMain2,,,TRUE,,,,,,,
class,2014.1,%BI.WebManEnt,,,TRUE,,,,,,,
class,2014.1,%BI.WebMapTable,,,TRUE,,,,,,,
class,2014.1,%BI.WebMedList,,,TRUE,,,,,,,
class,2014.1,%BI.WebMessagingExt,,,TRUE,,,,,,,
class,2014.1,%BI.WebMessaging,,,TRUE,,,,,,,
class,2014.1,%BI.WebMultiSites,,,TRUE,,,,,,,
class,2014.1,%BI.WebOCR,,,TRUE,,,,,,,
class,2014.1,%BI.WebPerfMet,,,TRUE,,,,,,,
class,2014.1,%BI.WebMetricsBuild,,,TRUE,,,,,,,
class,2014.1,%BI.WebPrinter,,,TRUE,,,,,,,
class,2014.1,%BI.WebPrn,,,TRUE,,,,,,,
class,2014.1,%BI.WebPivTable,,,TRUE,,,,,,,
class,2014.1,%BI.WebQueryVariable,,,TRUE,,,,,,,
class,2014.1,%BI.WebQuery,,,TRUE,,,,,,,
class,2014.1,%BI.WebReporter2,,%CSP.Page,,,,,,,,
class,2014.1,%BI.WebRoleCheck,,,TRUE,,,,,,,
class,2014.1,%BI.WebReporter,,,TRUE,,,,,,,
class,2014.1,%BI.WebSCActions,,,TRUE,,,,,,,
class,2014.1,%BI.WebRoleMtns,,%CSP.Page~%BI.CSPsuper,,,,,,,,
class,2014.1,%BI.WebSCMod,,%CSP.Page~%BI.CSPsuper,,,,,,,,
class,2014.1,%BI.WebSCM,,%Library.Persistent,,TRUE,,,,%BI.WebSCM,,
class,2014.1,%BI.WebSMS,,,TRUE,,,,,,,
class,2014.1,%BI.WebSQLComGen,,,TRUE,,,,,,,
class,2014.1,%BI.WebSVG,,,TRUE,,,,,,,
class,2014.1,%BI.WebSVGTest,,,TRUE,,,,,,,
class,2014.1,%BI.WebScheduler,,,TRUE,,,,,,,
class,2014.1,%BI.WebScheduler2,,,TRUE,,,,,,,
class,2014.1,%BI.WebSchema,,,TRUE,,,,,,,
class,2014.1,%BI.WebSCModule,,%Library.Persistent,,TRUE,,,,%BI.WebSCModule,,
class,2014.1,%BI.WebSecCorrection,,,TRUE,,,,,,,
class,2014.1,%BI.WebShortcut,,,TRUE,,,,,,,
class,2014.1,%BI.WebSqlWiz,,,TRUE,,,,,,,
class,2014.1,%BI.WebSchemaMain,,,TRUE,,,,,,,
class,2014.1,%BI.WebStoredProc,,,TRUE,,,,,,,
class,2014.1,%BI.WebSysFn,,,TRUE,,,,,,,
class,2014.1,%BI.WebTAClassDialogBox,,,TRUE,,,,,,,
class,2014.1,%BI.WebTableList,,,TRUE,,,,,,,
class,2014.1,%BI.WebTaskMgmt,,,TRUE,,,,,,,
class,2014.1,%BI.WebTCWF,,,TRUE,,,,,,,
class,2014.1,%BI.WebTrakSpeedMap,,,TRUE,,,,,,,
class,2014.1,%BI.WebTransformation,,,TRUE,,,,,,,
class,2014.1,%BI.WebTranslation,,%CSP.Page~%BI.CSPsuper,,,,,,,,
class,2014.1,%BI.WebTranslationD,,,TRUE,,,,,,,
class,2014.1,%BI.WebUsersMtn,,,TRUE,,,,,,,
class,2014.1,%BI.WebUtil,,,TRUE,,,,,,,
class,2014.1,%BI.WebWorkFlow,,,TRUE,,,,,,,
class,2014.1,%BI.WebWorkFlowE,,,TRUE,,,,,,,
class,2014.1,%BI.WordExport,,%CSP.Page,,,,,,,,
class,2014.1,%BI.WebTmpPic,,%Library.Persistent,,TRUE,,,,%BI.WebTmpPic,,
class,2014.1,%BI.WordTemplate,,%Library.Persistent,,TRUE,,,,%BI.WordTemplate,,
class,2014.1,%BI.WorkFlow,,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%BI.WorkFlow,,
class,2014.1,%BI.swDashBoardLibCode,,,TRUE,,,,,,,
class,2014.1,%BI.WorkFlowObj,,%Library.SerialObject,,,,,,,,
class,2014.1,%BI.swMapDB,,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%BI.swMapDB,,
class,2014.1,%BI.swDashBoardLibTable,,%Library.Persistent,,TRUE,,,,%BI.swDashBoardLibTable,,
class,2014.1,%BI.swMapSetupCode,,%Library.Persistent,,TRUE,,,,%BI.swMapSetupCode,,
class,2014.1,%BI.swMapSetupTableXY,,%Library.Persistent,,TRUE,,,,%BI.swMapSetupTableXY,,
class,2014.1,%BI.swVennDB,,%Library.Persistent,,TRUE,,,,%BI.swVennDB,,
class,2014.1,%BI.swVennGroupDB,,%Library.Persistent,,TRUE,,,,%BI.swVennGroupDB,,
class,2014.1,%BI.swVennSetupCode,,%Library.Persistent,,TRUE,,,,%BI.swVennSetupCode,,
class,2014.1,%CPP.BinList,,,,,,,,,,
class,2014.1,%CPP.Binary,,,,,,,,,,
class,2014.1,%CPP.Double,,,,,,,,,,
class,2014.1,%CPP.Integer,,,,,,,,,,
class,2014.1,%CPP.LongLong,,,,,,,,,,
class,2014.1,%CPP.StrList,,,,,,,,,,
class,2014.1,%CPP.String,,,,,,,,,,
class,2014.1,%BI.webPreference,,%CSP.Page~%BI.CSPsuper,,,,,,,,
class,2014.1,%CPT.CalloutCheckCptix,,%Library.RegisteredObject,,,,,TRUE,,,
class,2014.1,%CPT.COSCallout,,%Library.RegisteredObject,,,,,TRUE,,,
class,2014.1,%CPT.CalloutChildReverseIndex,,,TRUE,,,,TRUE,,,
