Name,Super,Abstract,Persistent,Final,Deprecated,Hidden,SqlTable,System,Ensemble
%CPT.COS.Analysis.Condition.Expression,%CPT.COS.Analysis.Condition.Abstract,,,,,TRUE,,,
%CPT.COS.Analysis.Condition.None,%CPT.COS.Analysis.Condition.Abstract,,,,,TRUE,,,
%CPT.COS.Analysis.Edge.Abstract,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.COS.Analysis.Edge.Do,%CPT.COS.Analysis.Edge.Abstract,,,,,TRUE,,,
%CPT.COS.Analysis.Edge.Goto,%CPT.COS.Analysis.Edge.Abstract,,,,,TRUE,,,
%CPT.COS.Analysis.Edge.IfElse,%CPT.COS.Analysis.Edge.Abstract,,,,,TRUE,,,
%CPT.COS.Analysis.Edge.Next,%CPT.COS.Analysis.Edge.Abstract,,,,,TRUE,,,
%CPT.COS.Analysis.Edge.Quit,%CPT.COS.Analysis.Edge.Abstract,,,,,TRUE,,,
%CPT.COS.Analysis.Edge.ZTrap,%CPT.COS.Analysis.Edge.Abstract,,,,,TRUE,,,
%CPT.COS.Analysis.Graph,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.COS.Analysis.SSA.Scanner,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.COS.Analysis.SSA.Symbol,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.COS.Analysis.SSA.SymbolDef,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.COS.Analysis.SSA.SymbolTable,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.COS.Analysis.Test,,TRUE,,,,,,,
%CPT.COS.Analysis.Util,,TRUE,,,,TRUE,,,
%CPT.COS.Analysis.SSA.SymbolUse,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.COS.Language.Abstract,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.COS.Language.Command.Abstract,%CPT.COS.Language.Abstract,,,,,TRUE,,,
%CPT.COS.Language.Command.DO,%CPT.COS.Language.Command.Abstract,,,,,TRUE,,,
%CPT.COS.Language.Command.ELSEline,%CPT.COS.Language.Command.Abstract,,,,,TRUE,,,
%CPT.COS.Language.Command.GOTO,%CPT.COS.Language.Command.Abstract,,,,,TRUE,,,
%CPT.COS.Language.Command.IFline,%CPT.COS.Language.Command.Abstract,,,,,TRUE,,,
%CPT.COS.Language.Command.LOCK,%CPT.COS.Language.Command.Abstract,,,,,TRUE,,,
%CPT.COS.Language.Command.QUIT,%CPT.COS.Language.Command.Abstract,,,,,TRUE,,,
%CPT.COS.Language.Command.SET,%CPT.COS.Language.Command.Abstract,,,,,TRUE,,,
%CPT.COS.Language.Command.Stub,%CPT.COS.Language.Command.Abstract,,,,,TRUE,,,
%CPT.COS.Language.CommandArgument.DOTag,%CPT.COS.Language.Abstract,,,,,TRUE,,,
%CPT.COS.Language.Condition.Abstract,%CPT.COS.Language.Abstract,,,,,TRUE,,,
%CPT.COS.Language.Condition.Expression,%CPT.COS.Language.Condition.Abstract,,,,,TRUE,,,
%CPT.COS.Language.Condition.ListExpressions,%CPT.COS.Language.Condition.Abstract,,,,,TRUE,,,
%CPT.COS.Language.Condition.Timeout,%CPT.COS.Language.Condition.Abstract,,,,,TRUE,,,
%CPT.COS.Language.LVar,%CPT.COS.Language.Abstract,,,,,TRUE,,,
%CPT.COS.Language.Misc.ActualParameters,%CPT.COS.Language.Condition.Abstract,,,,,TRUE,,,
%CPT.COS.Language.Misc.ByRefLvn,%CPT.COS.Language.Abstract,,,,,TRUE,,,
%CPT.COS.Language.Misc.GvnRef,%CPT.COS.Language.Abstract,,,,,TRUE,,,
%CPT.COS.Language.Misc.ClassNameComponent,%CPT.COS.Language.Abstract,,,,,TRUE,,,
%CPT.COS.Language.Misc.LvnRef,%CPT.COS.Language.Abstract,,,,,TRUE,,,
%CPT.COS.Language.Misc.SystemVar,%CPT.COS.Language.Abstract,,,,,TRUE,,,
%CPT.COS.Language.Object.ListClassNameComponents,%CPT.COS.Language.Condition.Abstract,,,,,TRUE,,,
%CPT.COS.Language.Object.ListMemberRefs,%CPT.COS.Language.Condition.Abstract,,,,,TRUE,,,
%CPT.COS.Language.Object.MemberRef,%CPT.COS.Language.Abstract,,,,,TRUE,,,
%CPT.COS.Language.Object.ObjectRef,%CPT.COS.Language.Abstract,,,,,TRUE,,,
%CPT.COS.Language.Object.PPClass,%CPT.COS.Language.Abstract,,,,,TRUE,,,
%CPT.COS.Language.RVar,%CPT.COS.Language.Abstract,,,,,TRUE,,,
%CPT.CalloutCheckCptix,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.COSCallout,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.CalloutChildReverseIndex,,TRUE,,,,TRUE,,,
%CPT.CalloutCommon,,TRUE,,,,TRUE,,,
%CPT.CalloutCheckTree,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.CalloutConfig,,TRUE,,,,TRUE,,,
%CPT.CalloutDump,,TRUE,,,,TRUE,,,
%CPT.CalloutIndex,,TRUE,,,,TRUE,,,
%CPT.CalloutDict,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.CalloutTesting,,TRUE,,,,TRUE,,,
%CPT.CalloutTypeIndex,,TRUE,,,,TRUE,,,
%CPT.Coverage,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.CalloutShell,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.GenerateCOS.Abstract,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.GenerateCOS.Command.Quit,%CPT.GenerateCOS.Abstract,,,,,TRUE,,,
%CPT.GenerateCOS.Command.Set,%CPT.GenerateCOS.Abstract,,,,,TRUE,,,
%CPT.GenerateCOS.Construct.If,%CPT.GenerateCOS.Abstract,,,,,TRUE,,,
%CPT.GenerateCOS.LogicalLine,%CPT.GenerateCOS.Abstract,,,,,TRUE,,,
%CPT.GenerateCOS.Parts.BraceBlock,%CPT.GenerateCOS.Abstract,,,,,,,,
%CPT.GenerateCOS.Parts.DelimitedList,%CPT.GenerateCOS.Abstract,,,,,TRUE,,,
%CPT.GenerateCOS.Parts.ElseIf,%CPT.GenerateCOS.Abstract,,,,,TRUE,,,
%CPT.GenerateCOS.Procedure,%CPT.GenerateCOS.Abstract,,,,,TRUE,,,
%CPT.GlobalsToRoutine,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.HPT.COS.Command.Args.cCommandDOArgument,%CPT.HPT.ParseNodeClass,,,,,TRUE,,,
%CPT.HPT.COS.Command.Args.cCommandFORVar,%CPT.HPT.ParseNodeClass,,,,,TRUE,,,
%CPT.HPT.COS.Command.Args.cCommandSETArgTarget,%CPT.HPT.ParseNodeClass,,,,,TRUE,,,
%CPT.HPT.COS.Command.Args.cCommandWRITEArgument,%CPT.HPT.ParseNodeClass,,,,,TRUE,,,
%CPT.HPT.COS.Command.Args.nArgument,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.Args.nCommandDOArguments,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.Args.nCommandDOTagArgument,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.Args.nCommandFORArguments,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.Args.nCommandFORRhs,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.Args.nCommandGeneralArguments,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.Args.nCommandLOCKArgument,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.Args.nCommandLOCKArguments,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.Args.nCommandSETArgLhs,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.Args.nCommandSETArgument,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.Args.nCommandSETArguments,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.Args.nCommandWRITEArguments,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.cCommand,%CPT.HPT.ParseNodeClass,,,,,TRUE,,,
%CPT.HPT.COS.Command.Args.nListCommandFORRhs,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.cCommandFORBlockImpl,%CPT.HPT.ParseNodeClass,,,,,TRUE,,,
%CPT.HPT.COS.Command.cCommandFORLineImpl,%CPT.HPT.ParseNodeClass,,,,,TRUE,,,
%CPT.HPT.COS.Command.nCommandDO,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.nCommandDOBlock,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.nCommandDOBlockWhile,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.nCommandELSELine,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.nCommandFORBlock,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.nCommandFORBlockImplMain,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.nCommandFORLine,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.nCommandFORLineImplMain,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.nCommandGeneral,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.nCommandIFBlock,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.nCommandIFBlockElse,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.nCommandIFBlockElseIf,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.nCommandIFBlockIf,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.nCommandIFLine,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.nCommandLOCK,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.nCommandSET,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.nCommandTRYBlock,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.nCommandTRYBlockVar,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.nCommandWHILEBlock,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Command.nCommandWRITE,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Expression.SystemFun.cSystemFun,%CPT.HPT.ParseNodeClass,,,,,TRUE,,,
%CPT.HPT.COS.Command.nListCommandIFBlockElseIf,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Expression.SystemFun.nListSystemFunCASEItems,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Expression.SystemFun.nListSystemFunLISTUPDATEAssigns,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Expression.SystemFun.nSystemFunCASE,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Expression.SystemFun.nSystemFunCASEItem,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Expression.SystemFun.nSystemFunDATA,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Expression.SystemFun.nSystemFunEXTRACT,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Expression.SystemFun.nSystemFunGET,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Expression.SystemFun.nSystemFunGeneral,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Expression.SystemFun.nSystemFunINCREMENT,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Expression.SystemFun.nSystemFunLIST,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Expression.SystemFun.nSystemFunLISTGET,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Expression.SystemFun.nSystemFunLISTUPDATE,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Expression.SystemFun.nSystemFunLISTUPDATEAssign,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Expression.SystemFun.nSystemFunORDER,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Expression.SystemFun.nSystemFunPIECE,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Expression.SystemFun.nSystemFunSELECT,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Expression.SystemFun.nSystemFunSELECTItem,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Expression.cOffsetExpression,%CPT.HPT.ParseNodeClass,,,,,TRUE,,,
%CPT.HPT.COS.Expression.cTerm,%CPT.HPT.ParseNodeClass,,,,,TRUE,,,
%CPT.HPT.COS.Expression.nExpression,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Expression.nExtrinsicFunctionCall,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Expression.nIndirection,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Expression.nLiteralNumber,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Expression.nLiteralString,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Expression.nMonOpExpression,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Expression.nOffset,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Expression.nParenExpr,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Expression.nSystemVar,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.IO.Ascii,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.IO.Format,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.IO.FormatFormfeed,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.IO.FormatFormfeed2,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.IO.FormatLinefeed,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.IO.FormatTab,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Names.cReference,%CPT.HPT.ParseNodeClass,,,,,TRUE,,,
%CPT.HPT.COS.IO.Mnemonic,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Names.nGvnRef,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Names.nEnvironment,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Names.nListLvns,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Names.nLvn,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Names.nLvnRef,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Names.nSubscripts,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Objects.cObjectRefBase,%CPT.HPT.ParseNodeClass,,,,,TRUE,,,
%CPT.HPT.COS.Objects.nClassNameComponent,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Objects.nDotDotBase,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Objects.nListMemberRefs,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Objects.nListClassNameComponents,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Objects.nMemberRef,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Objects.nObjectRef,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Objects.nPPClass,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Objects.nPPFuncSUPER,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.Objects.nParenObjectRefBase,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.cActualParameter,%CPT.HPT.ParseNodeClass,,,,,TRUE,,,
%CPT.HPT.COS.cLine,%CPT.HPT.ParseNodeClass,,,,,TRUE,,,
%CPT.HPT.COS.cMacroArguments,%CPT.HPT.ParseNodeClass,,,,,TRUE,,,
%CPT.HPT.COS.cLineElement,%CPT.HPT.ParseNodeClass,,,,,TRUE,,,
%CPT.HPT.COS.cPreProcessorCommand,%CPT.HPT.ParseNodeClass,,,,,TRUE,,,
%CPT.HPT.COS.nActualParameters,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.nBraceBlock,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.nByRefLvn,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.nEmbedding,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.nFormal,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.nLineBody,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.nListExpressions,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.nListFormals,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.nListLineElements,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.nListMacroArgs,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.nListMacroFormals,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.nMacroArg,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.nMacroCall,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.nMacroFormal,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.nMissing,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.nOmitted,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.nPPDefine,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.nPPDim,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.nPPDimAs,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.nPPDimAssign,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.nPlainBlock,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.nPlainLine,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.nSQLField,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.COS.nUnknownPreProcessorCommand,%CPT.HPT.ParseNode,,,,,TRUE,,,
%CPT.HPT.LineRecovery,,TRUE,,,,TRUE,,,
%CPT.HPT.Exception,%Exception.AbstractException~%Library.RegisteredObject,,,,,TRUE,,,
%CPT.HPT.Loader,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.HPT.ParseNode,%Library.RegisteredObject,TRUE,,,,TRUE,,,
%CPT.HPT.LoadingState,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.HPT.ProgramRecovery,,TRUE,,,,TRUE,,,
%CPT.HPT.ParseNodeClass,%Library.RegisteredObject,TRUE,,,,TRUE,,,
%CPT.HPT.Stack,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.HPT.Reader,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.HPT.StackFrame,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.JS.Analyse.Change.Assignment,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.JS.Analyse.Clonable,,TRUE,,,,TRUE,,,
%CPT.ISQLCallout,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.JS.Analyse.ImplGraph,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.JS.Analyse.Function,%Library.RegisteredObject~%CPT.JS.Analyse.Clonable,,,,,TRUE,,,
%CPT.JS.Analyse.Indet,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.JS.Analyse.IndetProperty,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.JS.Analyse.Manager,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.JS.Analyse.ObjectEnumeratee,%ZEN.proxyObjectEnumeratee,,,,,TRUE,,,
%CPT.JS.Analyse.Object,%CPT.JS.Runtime.Object,,,,,TRUE,,,
%CPT.JS.Analyse.PlainValue,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.JS.Analyse.SafeBuiltin,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.JS.Analyse.Scope,%Library.RegisteredObject~%CPT.JS.Analyse.Clonable,,,,,TRUE,,,
%CPT.JS.Analyse.ScopeGroup,%Library.RegisteredObject~%CPT.JS.Analyse.Clonable,,,,,TRUE,,,
%CPT.JS.Analyse.Statement,%Library.RegisteredObject~%CPT.JS.Analyse.Clonable,,,,,TRUE,,,
%CPT.JS.Analyse.Value,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.JS.Analyse.Variable,%Library.RegisteredObject~%CPT.JS.Analyse.Clonable,,,,,TRUE,,,
%CPT.JS.Analyse.World,%Library.RegisteredObject~%CPT.JS.Analyse.Clonable,,,,,TRUE,,,
%CPT.JS.BuildCPT,%ZEN.proxyObjectEnumeratee,,,,,,,,
%CPT.JS.Code.CodeStream,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.JS.Code.LoadSymbols,,TRUE,,,,TRUE,,,
%CPT.JS.Code.Environment,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.JS.Code.Symbol.Abstract,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.JS.Code.Symbol.ClassMethodCall,%CPT.JS.Code.Symbol.Abstract,,,,,TRUE,,,
%CPT.JS.Code.Symbol.InstanceMethodCall,%CPT.JS.Code.Symbol.Abstract,,,,,TRUE,,,
%CPT.JS.Code.Symbol.String,%CPT.JS.Code.Symbol.Abstract,,,,,TRUE,,,
%CPT.JS.Code.Symbol.Variable,%CPT.JS.Code.Symbol.Abstract,,,,,TRUE,,,
%CPT.JS.Common.Globals,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.JS.ComposeEnumeratees,%ZEN.proxyObjectEnumeratee,,,,,,,,
%CPT.JS.Generate.CodeSection,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.JS.Generate.CodeWriter,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.JS.Generate.Context,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.JS.Generate.Gen.Abstract,%Library.RegisteredObject,,,,,TRUE,,,
%CPT.JS.Generate.Gen.ArrayExpression,%CPT.JS.Generate.Gen.Abstract,,,,,TRUE,,,
%CPT.JS.Generate.Gen.AssignmentExpression,%CPT.JS.Generate.Gen.Abstract,,,,,TRUE,,,
%CPT.JS.Generate.Gen.BinaryExpression,%CPT.JS.Generate.Gen.Abstract,,,,,TRUE,,,
